key_words,key_values
wear glass,0.13
owner really,0.13
parking difficult,0.13
taste like,0.13
pastry bought,0.13
drink great,0.13
playing punk,0.13
drink not,0.13
plain price,0.13
drink parking,0.13
place suck,0.13
wait not,0.13
place literally,0.13
wait ordered,0.13
place average,0.13
anywhere else,0.13
area metered,0.13
pizza amazing,0.13
waiting everyone,0.13
overdone bit,0.13
eat give,0.13
phone told,0.13
perfect definitely,0.13
people outerlands,0.13
else down,0.13
people anywhere,0.13
empty customer,0.13
pizza not,0.13
waiting nice,0.13
already talking,0.13
outside hard,0.13
woman working,0.13
added nice,0.13
nicer space,0.13
nicer people,0.13
nice theory,0.13
friend store,0.13
fruit jam,0.13
actually hurt,0.13
music db,0.13
working told,0.13
much not,0.13
much noise,0.13
gal cue,0.13
mouth eat,0.13
morning friend,0.13
yelpcomuserlocalphot since,0.13
yelpers definitely,0.13
able place,0.13
gf wait,0.13
able find,0.13
give drink,0.13
noise already,0.13
outside keep,0.13
woman waiting,0.13
foam yelpcomuserlocalphot,0.13
every conceivable,0.13
outerlands better,0.13
everyone busy,0.13
ordered saying,0.13
order running,0.13
order right,0.13
order couple,0.13
option menu,0.13
when orange,0.13
when reached,0.13
nuttiness sweet,0.13
nutella toast,0.13
find seat,0.13
albeit bit,0.13
fine albeit,0.13
not wear,0.13
not wait,0.13
flavor hint,0.13
agar boba,0.13
not possibly,0.13
flirting gal,0.13
not get,0.13
pm saturday,0.13
reached much,0.13
possibly differencethis,0.13
cheese foam,0.13
better every,0.13
staff ruin,0.13
time woman,0.13
staff came,0.13
spot definitely,0.13
toast nutella,0.13
toast pizza,0.13
space nicer,0.13
solid recommendation,0.13
toast pretty,0.13
today awful,0.13
small spot,0.13
size reasonably,0.13
told gal,0.13
sit counter,0.13
since unique,0.13
told gf,0.13
been twice,0.13
told take,0.13
took le,0.13
beard not,0.13
topping fine,0.13
better nicer,0.13
completely horrible,0.13
store however,0.13
street parking,0.13
talking not,0.13
tea salted,0.13
taking order,0.13
take call,0.13
bunch people,0.13
bought lemon,0.13
table sit,0.13
busy around,0.13
busy flirting,0.13
sweetness white,0.13
sweet toast,0.13
call outside,0.13
theory overdone,0.13
came phone,0.13
sweet perfect,0.13
sweet drink,0.13
sweet already,0.13
thick topping,0.13
super busy,0.13
bit salty,0.13
sunday morning,0.13
suck completely,0.13
bit plain,0.13
street better,0.13
drink decided,0.13
conceivable way,0.13
service guy,0.13
back give,0.13
definitely order,0.13
definitely solid,0.13
unique recommended,0.13
recommended yelpers,0.13
recommendation drink,0.13
awful service,0.13
reasonably thick,0.13
really read,0.13
really continued,0.13
read review,0.13
bread sale,0.13
differencethis place,0.13
raining outside,0.13
away took,0.13
difficult area,0.13
punk rock,0.13
product said,0.13
average loaf,0.13
price sea,0.13
pretty small,0.13
down street,0.13
potential staff,0.13
decided white,0.13
continued when,0.13
review potential,0.13
rock music,0.13
counter seating,0.13
couple table,0.13
seating pretty,0.13
crunchy bouncy,0.13
seat fruit,0.13
sea added,0.13
cue really,0.13
saying woman,0.13
twice time,0.13
back sweet,0.13
savory toast,0.13
curd when,0.13
saturday able,0.13
salty actually,0.13
salted cheese,0.13
sale looked,0.13
back savory,0.13
customer raining,0.13
uncooked boba,0.13
said pastry,0.13
rush come,0.13
running late,0.13
ruin been,0.13
db much,0.13
shaved head,0.13
mind place,0.13
milk flavor,0.13
hurt mouth,0.13
like orange,0.13
marmalade not,0.13
lemon curd,0.13
good heard,0.13
literally empty,0.13
marmalade today,0.13
great milk,0.13
le minute,0.13
horrible bunch,0.13
loaf bread,0.13
late shaved,0.13
however able,0.13
keep mind,0.13
hint nuttiness,0.13
jam toast,0.13
horrible staff,0.13
like sweet,0.13
heard pizza,0.13
know product,0.13
metered street,0.13
guy waiting,0.13
good size,0.13
head beard,0.13
hard playing,0.13
gluten free,0.13
glass told,0.13
come back,0.132
like place,0.135
not know,0.135
always get,0.135
highly recommend,0.1366666666666667
tasted like,0.13999999999999999
pastry like,0.14
pastry pm,0.14
recommend anything,0.14
cake glutenfree,0.14
endured elsewhere,0.14
good pretty,0.14
enjoy purest,0.14
enjoy style,0.14
business shop,0.14
table bring,0.14
managed grab,0.14
bus stop,0.14
table meal,0.14
sweetener liked,0.14
cake not,0.14
elsewhere bonus,0.14
patron enjoy,0.14
charge cute,0.14
stayed inside,0.14
staying guess,0.14
chai told,0.14
chai like,0.14
center gate,0.14
make killer,0.14
stop service,0.14
cassava place,0.14
light roasting,0.14
light roast,0.14
person meeting,0.14
cash registerpick,0.14
style vanilla,0.14
calorie buck,0.14
succulentsthey limited,0.14
people watching,0.14
people watch,0.14
sunday around,0.14
cash not,0.14
make slider,0.14
people matcha,0.14
people enjoy,0.14
care most,0.14
pear jasmine,0.14
surprisingly good,0.14
happy see,0.14
parmesan cheese,0.14
pay full,0.14
empanadas section,0.14
suggested spot,0.14
latte endured,0.14
market front,0.14
take willthey,0.14
black squiggly,0.14
black sesame,0.14
except matcha,0.14
laptop stayed,0.14
hit fort,0.14
matcha probably,0.14
experience shop,0.14
order find,0.14
matcha quality,0.14
extra calorie,0.14
though friend,0.14
extremely close,0.14
thought mindblowing,0.14
think liked,0.14
thoughtful selection,0.14
option aside,0.14
facing market,0.14
open table,0.14
big sign,0.14
good interested,0.14
fan light,0.14
fancysugary drink,0.14
better latte,0.14
time loved,0.14
know shakeratos,0.14
best place,0.14
tiny think,0.14
one stacked,0.14
extremely fancysugary,0.14
pao queijo,0.14
boba firmcashiers,0.14
everything closed,0.14
buck menu,0.14
bring food,0.14
latte boba,0.14
latte better,0.14
bring cash,0.14
marina area,0.14
taste first,0.14
drizzle coconut,0.14
overratedcome likeyour,0.14
taste good,0.14
market ordered,0.14
overall great,0.14
bread take,0.14
ordered drip,0.14
over bus,0.14
outside well,0.14
tea noticed,0.14
bread pop,0.14
late night,0.14
bonus place,0.14
thing bread,0.14
every day,0.14
thing except,0.14
thing right,0.14
mason center,0.14
thing well,0.14
matcha drink,0.14
boba guy,0.14
day people,0.14
star not,0.14
squiggly worm,0.14
drip happy,0.14
creme taste,0.14
credit bring,0.14
likeyour boba,0.14
seating scarce,0.14
rbf drink,0.14
creamer option,0.14
ratio pretty,0.14
section quite,0.14
rather late,0.14
craving something,0.14
different flavor,0.14
lot not,0.14
see big,0.14
quite interesting,0.14
different menu,0.14
different option,0.14
quite cluttered,0.14
lot open,0.14
see honey,0.14
lot people,0.14
seeing not,0.14
quick minimum,0.14
liked walk,0.14
seemed quite,0.14
liked different,0.14
queijo not,0.14
seems like,0.14
selected veggie,0.14
quality good,0.14
seat place,0.14
selection unique,0.14
seat outside,0.14
seat along,0.14
day friend,0.14
richmond district,0.14
roast bean,0.14
roasted honey,0.14
roasting honey,0.14
room seemed,0.14
row people,0.14
decor nice,0.14
definitely add,0.14
location marina,0.14
relatively quick,0.14
definitely not,0.14
great flavor,0.14
cute decor,0.14
cute corner,0.14
said something,0.14
registerpick up,0.14
said wanted,0.14
local hot,0.14
imagine utilize,0.14
curious thing,0.14
looked good,0.14
reason thought,0.14
reason star,0.14
say wall,0.14
delightful richmond,0.14
line thing,0.14
scarce inside,0.14
really liked,0.14
limited good,0.14
serve intelligentsia,0.14
purest form,0.14
corner filled,0.14
like local,0.14
snob not,0.14
coconut total,0.14
love location,0.14
plenty seat,0.14
cluttered imagine,0.14
closed visit,0.14
something different,0.14
something middle,0.14
close where,0.14
classic parmesan,0.14
classic few,0.14
soy alright,0.14
drink said,0.14
drink seeing,0.14
space limited,0.14
space working,0.14
loved different,0.14
chocolate one,0.14
chocolate nib,0.14
like extremely,0.14
spot managed,0.14
spot seating,0.14
one slightly,0.14
stacked up,0.14
halfoff pastry,0.14
drinki classic,0.14
like chai,0.14
place extremely,0.14
pm every,0.14
pm tried,0.14
pointing banana,0.14
coffee tea,0.14
liked chocolate,0.14
liked another,0.14
service friendly,0.14
sesame matcha,0.14
district japonica,0.14
shakeratos light,0.14
shop middle,0.14
shop one,0.14
like timei,0.14
shop seems,0.14
price tiny,0.14
lot small,0.14
grab walking,0.14
shop visit,0.14
cheesy bread,0.14
compared lot,0.14
pretty simple,0.14
sign say,0.14
simple classic,0.14
guess another,0.14
come nice,0.14
drink around,0.14
guy black,0.14
slider cheese,0.14
slightly though,0.14
small business,0.14
pop pao,0.14
pop free,0.14
pop empanadas,0.14
pop cassava,0.14
like sweetener,0.14
know lot,0.14
tea come,0.14
aside soy,0.14
fort mason,0.14
nondairy creamer,0.14
night lot,0.14
good alright,0.14
nice vibe,0.14
vibe very,0.14
nice shop,0.14
visit compared,0.14
visit craving,0.14
free hot,0.14
around add,0.14
area right,0.14
area mostly,0.14
area facing,0.14
nice day,0.14
walk place,0.14
friend came,0.14
nib banana,0.14
friend kept,0.14
walking over,0.14
menu coffee,0.14
form added,0.14
veggie wrap,0.14
not black,0.14
japonica hybrid,0.14
flavor taste,0.14
umbrella seat,0.14
back room,0.14
union boba,0.14
meet gift,0.14
hot drinki,0.14
meeting suggested,0.14
unless union,0.14
up area,0.14
back definitely,0.14
wall umbrella,0.14
up experience,0.14
up want,0.14
not hurry,0.14
food munch,0.14
food option,0.14
food overall,0.14
hot spot,0.14
food reason,0.14
using laptop,0.14
away area,0.14
utilize space,0.14
jasmine tea,0.14
friendly relatively,0.14
want indulge,0.14
want patron,0.14
willthey thoughtful,0.14
hurry back,0.14
glutenfree chocolate,0.14
get cheese,0.14
added flavor,0.14
middle market,0.14
add topping,0.14
add great,0.14
middle morning,0.14
gibraltar definitely,0.14
morning pick,0.14
gift shop,0.14
inside few,0.14
mindblowing matcha,0.14
inside charge,0.14
working space,0.14
worm line,0.14
husband become,0.14
wrap surprisingly,0.14
milk not,0.14
hybrid meet,0.14
indulge extra,0.14
minimum credit,0.14
back thing,0.14
almond croissant,0.14
along cash,0.14
menu curious,0.14
wanted something,0.14
front row,0.14
anything creme,0.14
watching plenty,0.14
another nondairy,0.14
menu liked,0.14
another benefit,0.14
munch back,0.14
full filling,0.14
where staying,0.14
full price,0.14
menu pretty,0.14
went rather,0.14
interesting good,0.14
interested trying,0.14
intelligentsia get,0.14
mostly everything,0.14
alright reason,0.14
most thing,0.14
alright person,0.14
gate see,0.14
well using,0.14
not snob,0.14
right hit,0.14
honey husband,0.14
firmcashiers rbf,0.14
filling really,0.14
flavor know,0.14
trying pear,0.14
honey definitely,0.14
few time,0.14
kept pointing,0.14
banana drizzle,0.14
filled succulentsthey,0.14
back unless,0.14
bean roasted,0.14
not traditional,0.14
bean best,0.14
tried travel,0.14
killer gibraltar,0.14
few seat,0.14
total pretty,0.14
become fan,0.14
told know,0.14
topping most,0.14
not want,0.14
travel cake,0.14
flavor bean,0.14
good full,0.14
banana cake,0.14
noticed serve,0.14
meal selected,0.14
been lot,0.14
few food,0.14
not way,0.14
honey like,0.14
traditional cheesy,0.14
find table,0.14
past few,0.145
friendly staff,0.14500000000000002
not really,0.14666666666666667
when not,0.1466666666666667
service even,0.15
cookie favorite,0.15
bit bored,0.15
shake instead,0.15
another day,0.15
pull waiter,0.15
service not,0.15
way understand,0.15
amazing review,0.15
option various,0.15
product people,0.15
gourd milk,0.15
topping came,0.15
thought place,0.15
posted outside,0.15
come food,0.15
waited quite,0.15
claimed experienced,0.15
claiming people,0.15
waiter every,0.15
plain churros,0.15
clearly paying,0.15
close home,0.15
finding good,0.15
order when,0.15
smelled tasted,0.15
friend wanted,0.15
excited see,0.15
apparently bad,0.15
bit order,0.15
neighborhood focused,0.15
experienced not,0.15
negative aspect,0.15
want taste,0.15
wanted come,0.15
come decided,0.15
like old,0.15
sign posted,0.15
slightly disappointed,0.15
when friend,0.15
served neighborhood,0.15
great pull,0.15
cubed form,0.15
scent taste,0.15
work not,0.15
favorite better,0.15
scammy service,0.15
scamming people,0.15
delicious strong,0.15
get very,0.15
saturday ordered,0.15
best not,0.15
look melted,0.15
home saturday,0.15
definitely hit,0.15
saddest part,0.15
definitely fraudulent,0.15
rude pushy,0.15
restaurant open,0.15
yelp review,0.15
decided opt,0.15
decent lot,0.15
review definitely,0.15
review owner,0.15
yelp very,0.15
review read,0.15
review rude,0.15
rich flavor,0.15
better get,0.15
pushy scammy,0.15
ton people,0.15
get bit,0.15
when churro,0.15
disappointed another,0.15
always sell,0.15
love yelp,0.15
quality product,0.15
opt banana,0.15
fake review,0.15
quiche chocolate,0.15
oil empanadas,0.15
open close,0.15
instead finding,0.15
see restaurant,0.15
lot option,0.15
instead delicious,0.15
hit spot,0.15
quite bit,0.15
bewareall amazing,0.15
quite decent,0.15
better served,0.15
quite packed,0.15
greasy cheese,0.15
get always,0.15
old oil,0.15
inside smelled,0.15
read claimed,0.15
greasy inside,0.15
money instead,0.15
crowded normally,0.15
treat quiche,0.15
togo espresso,0.15
flavor job,0.15
chip cookie,0.15
part apparently,0.15
attend toif,0.15
job service,0.15
various topping,0.15
good chai,0.15
cheese spinach,0.15
cheese carni,0.15
banana definitely,0.15
mainly come,0.15
bored boba,0.15
good quality,0.15
tasty bakery,0.15
boba when,0.15
people attend,0.15
step way,0.15
still cubed,0.15
form not,0.15
carni empanada,0.15
food get,0.15
people money,0.15
every step,0.15
people love,0.15
strong scent,0.15
aspect visit,0.15
people wanted,0.15
take togo,0.15
bad yelp,0.15
not look,0.15
bakery treat,0.15
churros spinach,0.15
noon not,0.15
not great,0.15
packed review,0.15
understand ton,0.15
spinach empanada,0.15
owner better,0.15
spinach cheese,0.15
visit get,0.15
melted slightly,0.15
toif want,0.15
not greasy,0.15
around noon,0.15
very clearly,0.15
churro super,0.15
even sign,0.15
focused le,0.15
le scamming,0.15
place quite,0.15
not best,0.15
empanada still,0.15
taste tasty,0.15
banana shake,0.15
paying fake,0.15
super greasy,0.15
empanada waited,0.15
empanadas not,0.15
not quite,0.15
ordered plain,0.15
came around,0.15
outside claiming,0.15
taste banana,0.15
not negative,0.15
very crowded,0.15
espresso not,0.15
not rich,0.15
fraudulent saddest,0.15
normally take,0.15
probably not,0.15000000000000002
vanilla latte,0.155
get drink,0.155
matcha latte,0.155
place not,0.155
outside seating,0.155
up despite,0.16
unsafe dangerous,0.16
treat spacious,0.16
buy stuff,0.16
buy something,0.16
up good,0.16
work hit,0.16
baked good,0.16
seating perfect,0.16
inside prefer,0.16
called day,0.16
thanks get,0.16
second chance,0.16
came regular,0.16
switch disposable,0.16
work table,0.16
worker converse,0.16
saying know,0.16
dairyfree option,0.16
worth boring,0.16
hot drink,0.16
dangerous told,0.16
rudeness encountered,0.16
beg morsel,0.16
rude guy,0.16
day ago,0.16
rude forgetful,0.16
know manages,0.16
year valuable,0.16
bad food,0.16
day dismay,0.16
room inside,0.16
two yes,0.16
today came,0.16
together maybe,0.16
yes get,0.16
told bad,0.16
two day,0.16
cute inside,0.16
know appreciate,0.16
toasted bagel,0.16
time walking,0.16
work work,0.16
worked year,0.16
cup handed,0.16
worker called,0.16
cup pour,0.16
kitchen area,0.16
tiny table,0.16
bagel specialty,0.16
cup brewed,0.16
table outside,0.16
customer location,0.16
table work,0.16
customer proceeded,0.16
bagel beg,0.16
best most,0.16
customer usually,0.16
working assisting,0.16
working longer,0.16
actual place,0.16
curt response,0.16
knowing most,0.16
sure buy,0.16
ago not,0.16
barista switch,0.16
want spend,0.16
star however,0.16
cold windy,0.16
very small,0.16
cheese drink,0.16
check staff,0.16
asked throw,0.16
asked even,0.16
thing not,0.16
chance maybe,0.16
waste time,0.16
watch eat,0.16
come thanks,0.16
simply enjoying,0.16
though pretty,0.16
however looking,0.16
coming work,0.16
come dude,0.16
sht together,0.16
guy snarky,0.16
small tiny,0.16
area stair,0.16
spacious room,0.16
soy only,0.16
specialty coffee,0.16
spend money,0.16
something vegan,0.16
like drink,0.16
something else,0.16
stand working,0.16
train today,0.16
walked met,0.16
walking up,0.16
appreciate when,0.16
snarky comment,0.16
coffee outside,0.16
staff not,0.16
asked drink,0.16
stair down,0.16
asked barista,0.16
windy plus,0.16
way bougie,0.16
way overpriced,0.16
counter come,0.16
tried give,0.16
super nice,0.16
usually morning,0.16
throw something,0.16
carafe toasted,0.16
when people,0.16
used work,0.16
seriously need,0.16
upon condescending,0.16
upcharged dairyfree,0.16
came restaurant,0.16
almond soy,0.16
boring way,0.16
thanks thanks,0.16
allowing worker,0.16
instead allowing,0.16
ago occurred,0.16
likely cold,0.16
comment asked,0.16
valuable excellent,0.16
vegan together,0.16
assisting customer,0.16
weatherdependent knowing,0.16
complete turn,0.16
week ago,0.16
annoying when,0.16
condescending employee,0.16
great sure,0.16
shame looked,0.16
vegan option,0.16
week owner,0.16
amongst maybe,0.16
attitude complete,0.16
handed cup,0.16
serving nice,0.16
service when,0.16
stuff check,0.16
converse amongst,0.16
hit place,0.16
several positive,0.16
brewed pump,0.16
give star,0.16
first pick,0.16
location seriously,0.16
forgetful disrespectful,0.16
quiche flavor,0.16
even want,0.16
over counter,0.16
food service,0.16
normal attitude,0.16
not first,0.16
place second,0.16
not looked,0.16
pump carafe,0.16
outside though,0.16
focus working,0.16
dismay rudeness,0.16
food place,0.16
disposable cup,0.16
one worker,0.16
overpriced worth,0.16
looking place,0.16
place girl,0.16
never come,0.16
enjoying music,0.16
manages place,0.16
really delicious,0.16
quiet place,0.16
despite several,0.16
frequent customer,0.16
nice quiche,0.16
nice remember,0.16
owner super,0.16
owner rude,0.16
even customer,0.16
place instead,0.16
properly train,0.16
mediocre best,0.16
not properly,0.16
excellent employee,0.16
pretty weatherdependent,0.16
down upon,0.16
plus outlet,0.16
option shame,0.16
few week,0.16
maybe focus,0.16
option place,0.16
drink food,0.16
prefer eat,0.16
positive review,0.16
practically goat,0.16
pour hot,0.16
favorite neighborhood,0.16
only upcharged,0.16
occurred two,0.16
down outrageously,0.16
maybe normal,0.16
place up,0.16
disrespectful employee,0.16
place very,0.16
not stand,0.16
dog longingly,0.16
proceeded saying,0.16
flavor practically,0.16
drink over,0.16
place walked,0.16
outrageously unsafe,0.16
outlet thing,0.16
drink mediocre,0.16
not waste,0.16
nothing when,0.16
maybe one,0.16
need get,0.16
encountered few,0.16
drink came,0.16
longer week,0.16
get manner,0.16
people buy,0.16
money almond,0.16
most likely,0.16
goat cheese,0.16
most annoying,0.16
perfect dog,0.16
get sht,0.16
mug asked,0.16
delicious give,0.16
good service,0.16
eat bagel,0.16
else rude,0.16
review vegan,0.16
remember frequent,0.16
morning cup,0.16
morsel two,0.16
looked down,0.16
pick actual,0.16
response nothing,0.16
employee way,0.16
music great,0.16
girl serving,0.16
restaurant worked,0.16
get treat,0.16
employee simply,0.16
regular mug,0.16
met curt,0.16
longingly watch,0.16
music never,0.16
eat indoors,0.16
employee kitchen,0.16
definitely recommend,0.16499999999999998
really nice,0.16499999999999998
not sure,0.165
super good,0.16999999999999998
whenever want,0.17
uncertainty relaxing,0.17
change mind,0.17
convenient whenever,0.17
egg dish,0.17
love small,0.17
relaxing coupled,0.17
joythank very,0.17
met meh,0.17
drama naggingsimple,0.17
insteadi change,0.17
unsweetened matcha,0.17
tea super,0.17
girlfriend hand,0.17
knew place,0.17
grab lunch,0.17
fidi breakfastlunch,0.17
actually rather,0.17
mind actually,0.17
review place,0.17
boba perfect,0.17
something hold,0.17
good knew,0.17
matcha tea,0.17
hand walking,0.17
love panini,0.17
close homesimple,0.17
shop fidi,0.17
bakery breakfast,0.17
policy based,0.17
thing come,0.17
monkey bread,0.17
addition love,0.17
turmeric monkey,0.17
shared table,0.17
good egg,0.17
perfect tapioca,0.17
better bakery,0.17
not specialize,0.17
tea grass,0.17
unless let,0.17
bread seating,0.17
bubble milk,0.17
seating shared,0.17
nice quiet,0.17
incl turmeric,0.17
panini nice,0.17
come bubble,0.17
small corner,0.17
hold cup,0.17
free wifi,0.17
place better,0.17
hour one,0.17
table small,0.17
hand insteadi,0.17
next party,0.17
cup unsweetened,0.17
one thing,0.17
really friendly,0.17
place grab,0.17
party one,0.17
really good,0.17
want something,0.17
slice avocado,0.17
naggingsimple joythank,0.17
good incl,0.17
great baked,0.17
delicious well,0.17
walking unless,0.17
tapioca milk,0.17
lunch people,0.17
well addition,0.17
grass jelly,0.17
jelly girlfriend,0.17
dish met,0.17
top tasted,0.17
corner shop,0.17
let hold,0.17
meh review,0.17
handno drama,0.17
avocado bread,0.17
bread seems,0.17
hand girlfriend,0.17
specialize boba,0.17
seems over,0.17
tasted good,0.17
people really,0.17
not come,0.17
element uncertainty,0.17
breakfast spot,0.17
over top,0.17
coupled noise,0.17
girlfriend handno,0.17
small element,0.17
breakfastlunch hour,0.17
very much,0.17
noise next,0.17
one slice,0.17
rather hold,0.17
tea delicious,0.17
homesimple convenient,0.17
very good,0.175
chai latte,0.175
one best,0.17666666666666667
life inside,0.18
drinking delicious,0.18
staff kind,0.18
heard many,0.18
chocolate dairyfree,0.18
many good,0.18
good thing,0.18
sweet crispy,0.18
good people,0.18
surrounded inspiring,0.18
sure bother,0.18
happy life,0.18
ever since,0.18
excited bought,0.18
making plan,0.18
bought two,0.18
outside almost,0.18
easiest find,0.18
better drinking,0.18
bother one,0.18
plan back,0.18
thing donut,0.18
every time,0.18
think confused,0.18
break wandering,0.18
enjoy topshelf,0.18
breakfast food,0.18
different gluten,0.18
not disappoint,0.18
not easiest,0.18
disappoint stop,0.18
food looked,0.18
disappointed not,0.18
job not,0.18
service come,0.18
back ever,0.18
flavor very,0.18
neighborhood shop,0.18
donut first,0.18
great job,0.18
much happy,0.18
truly cute,0.18
confused like,0.18
foot break,0.18
when foot,0.18
very disappointed,0.18
one very,0.18
house great,0.18
really excited,0.18
wandering museum,0.18
friend showed,0.18
delicious surrounded,0.18
crispy outside,0.18
answer not,0.18
free donut,0.18
great outside,0.18
seating truly,0.18
museum staff,0.18
vibe wish,0.18
raw preservative,0.18
very sweet,0.18
museum enjoy,0.18
couple year,0.18
shop good,0.18
two different,0.18
stop when,0.18
been making,0.18
wish breakfast,0.18
almost flavor,0.18
showed been,0.18
cute great,0.18
kind downtoearth,0.18
inspiring innovative,0.18
downtoearth great,0.18
preservative reacting,0.18
one concerned,0.18
concerned mouth,0.18
inside beautiful,0.18
come expect,0.18
mouth feeling,0.18
topshelf quality,0.18
great vibe,0.18
find think,0.18
one house,0.18
donut really,0.18
feeling raw,0.18
good friend,0.18
first one,0.18
innovative answer,0.18
beautiful museum,0.18
white gourd,0.185
not coming,0.185
payment well,0.19
give strange,0.19
anytime soon,0.19
strange vibe,0.19
worth quality,0.19
eitherwanted like,0.19
cafe been,0.19
super friendly,0.19
amann best,0.19
necessarily great,0.19
amazing green,0.19
amazing highly,0.19
amazing not,0.19
going past,0.19
another reason,0.19
most seat,0.19
get space,0.19
mocha chai,0.19
payim pretty,0.19
well apple,0.19
strong fresh,0.19
perfect studying,0.19
weekend time,0.19
morning shop,0.19
cappuccino best,0.19
well another,0.19
studying reading,0.19
need replaced,0.19
best love,0.19
latte pretty,0.19
not terrible,0.19
bakery almond,0.19
everything behind,0.19
everything prepared,0.19
excellent serviceit,0.19
excited food,0.19
hit like,0.19
few weekend,0.19
kouign amann,0.19
bagel great,0.19
been going,0.19
one bag,0.19
time gotten,0.19
fast service,0.19
been quiet,0.19
best service,0.19
best pricey,0.19
behind looked,0.19
best cafe,0.19
tiny spot,0.19
bhakti chai,0.19
friendly service,0.19
terrible eitherwanted,0.19
uncomfortablefurniture need,0.19
friendly not,0.19
apple payim,0.19
fresh around,0.19
around fast,0.19
take standard,0.19
taken always,0.19
hot well,0.19
taking break,0.19
latte dirty,0.19
bag hand,0.19
vibe one,0.19
form payment,0.19
not amazing,0.19
usually most,0.19
break everything,0.19
food everything,0.19
tea smoothie,0.19
food amazing,0.19
not place,0.19
not returning,0.19
good bagel,0.19
hand hit,0.19
seem give,0.19
smoothie die,0.19
space limitedthey,0.19
green tea,0.19
prepared quickly,0.19
place probably,0.19
gotta say,0.19
sell baked,0.19
love hot,0.19
smaller usually,0.19
serviceit tiny,0.19
seat taken,0.19
standard form,0.19
place perfect,0.19
service take,0.19
limitedthey seem,0.19
quality cappuccino,0.19
depends staff,0.19
lounging necessarily,0.19
looked delicious,0.19
great sandwich,0.19
place lounging,0.19
sandwich amazing,0.19
staff super,0.19
reason sell,0.19
saturday morning,0.19
die mocha,0.19
chocolate kouign,0.19
say damn,0.19
spot not,0.19
gotten bhakti,0.19
good starter,0.19
dirty gotta,0.19
service depends,0.19
great start,0.19
shop smaller,0.19
returning anytime,0.19
great strong,0.19
great excellent,0.19
quickly food,0.19
soon get,0.19
pretty excited,0.19
replaced not,0.19
damn good,0.19
pricey worth,0.19
croissant chocolate,0.19
starter bakery,0.19
chai great,0.19
reading taking,0.19
start saturday,0.19
seating uncomfortablefurniture,0.19
unique pastry,0.195
cute shop,0.195
not much,0.195
time went,0.2
up early,0.2
good anymore,0.2
cozy living,0.2
view interior,0.2
menu highly,0.2
anything good,0.2
very polite,0.2
something not,0.2
mustvisit city,0.2
anymore russian,0.2
polite great,0.2
spot city,0.2
good unfortunately,0.2
city kind,0.2
latte best,0.2
ever waited,0.2
attitude problem,0.2
great russian,0.2
ever vanilla,0.2
crotchety sofb,0.2
food wise,0.2
three time,0.2
coffee donut,0.2
donut not,0.2
waited min,0.2
soup well,0.2
wall favorite,0.2
not busy,0.2
design top,0.2
wait shitty,0.2
apologize wait,0.2
best sweet,0.2
item menu,0.2
not apologize,0.2
detail wall,0.2
seriously attitude,0.2
notch most,0.2
interior absolutely,0.2
latte early,0.2
place already,0.2
goldbaum mural,0.2
russian food,0.2
greeting people,0.2
mf customer,0.2
wise luckily,0.2
not start,0.2
wonderful detail,0.2
start making,0.2
kind staff,0.2
people soup,0.2
added amos,0.2
beautiful view,0.2
already pretty,0.2
pretty amazing,0.2
early mustvisit,0.2
early taco,0.2
show up,0.2
min coffee,0.2
room best,0.2
worst mf,0.2
not sweet,0.2
shitty service,0.2
kid love,0.2
absolutely delicious,0.2
absolute favorite,0.2
donut worst,0.2
bakery kid,0.2
top notch,0.2
sweet cozy,0.2
russian greeting,0.2
love much,0.2
sandwich super,0.2
sweet design,0.2
service ever,0.2
busy not,0.2
well bakery,0.2
amos goldbaum,0.2
good donut,0.2
much stake,0.2
mural sweet,0.2
unfortunately anything,0.2
service seriously,0.2
staff beautiful,0.2
delicious item,0.2
amazing added,0.2
stake sandwich,0.2
place crotchety,0.2
living room,0.2
taco show,0.2
most wonderful,0.2
luckily pm,0.2
best ever,0.2
making said,0.2
recommend matcha,0.2
minute get,0.205
great service,0.20500000000000002
place work,0.20500000000000002
shot pulled,0.21
few blend,0.21
drink love,0.21
come friend,0.21
only downside,0.21
blend dislike,0.21
love few,0.21
downside ordering,0.21
dislike plenty,0.21
plenty choose,0.21
awhile see,0.21
normal sucked,0.21
drink almond,0.21
pulled way,0.21
better going,0.21
consistency better,0.21
another specialty,0.21
tasted almond,0.21
specialty shop,0.21
friend normal,0.21
mixed drink,0.21
sucked drink,0.21
worst tasted,0.21
sucked shot,0.21
longer people,0.21
drink take,0.21
going another,0.21
way milk,0.21
great creative,0.21
see longer,0.21
choose only,0.21
milk sucked,0.21
ordering drink,0.21
creative mixed,0.21
milk consistency,0.21
people least,0.21
take awhile,0.21
least get,0.21
staff great,0.21
favorite place,0.215
one favorite,0.21666666666666667
wont back,0.22
pastry fantastic,0.22
girl behind,0.22
behind counter,0.22
latte confused,0.22
not last,0.22
reasonoh wait,0.22
unsure drink,0.22
brings lot,0.22
caramel latte,0.22
drink wont,0.22
spot plug,0.22
latte quick,0.22
counter playing,0.22
bean decent,0.22
confused unsure,0.22
playing pretend,0.22
ordered caramel,0.22
lot light,0.22
visit location,0.22
plug hour,0.22
third visit,0.22
expensive reasonoh,0.22
quick pastry,0.22
wait haight,0.22
barista ordered,0.22
pretend barista,0.22
cute girl,0.22
morning latte,0.22
hour studying,0.22
haight customer,0.22
